Lastname,Firstname,Birthdate,Age,Sex,Date,Time,RecTime,Duration,Meaningful,Distant,TV,Noise,Silence,AWC,CTC,CVC,EXCLUDE,DNL,LogbookNaps,AWCNaps,Sleep,Over/Under,Other Lang,ChAd,ChAdChs,ChPpl,ChChs,ChAdPet,Ads,Chs,AdChs,ChAlone,ADS,CDS,Child-Centered,Reading,Meal,Routine,Play/Games,Misc.,Food,Media,Other Child,Books,Comments
203,HABLA2,7/7/15,20m; 15d,F,3/22/17,11:00,0,13,0:00:12,0:00:01,0:00:00,0:00:00,0:00:00,45,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,HABLA2,7/7/15,20m; 21d,F,3/28/17,13:00,13,39,0:00:08,0:00:17,0:00:00,0:00:02,0:00:12,23,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,HABLA2,7/7/15,20m; 21d,F,3/28/17,13:05,52,300,0:01:33,0:01:40,0:00:00,0:00:35,0:01:12,135,4,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,HABLA2,7/7/15,20m; 21d,F,3/28/17,13:10,352,300,0:01:57,0:01:30,0:00:01,0:00:29,0:01:03,81,8,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,HABLA2,7/7/15,20m; 21d,F,3/28/17,13:15,652,300,0:00:53,0:02:52,0:00:00,0:00:48,0:00:27,10,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,HABLA2,7/7/15,20m; 21d,F,3/28/17,13:20,952,300,0:01:05,0:01:50,0:00:00,0:00:47,0:01:18,67,7,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,HABLA2,7/7/15,20m; 21d,F,3/28/17,13:25,1252,300,0:01:54,0:01:18,0:00:00,0:00:23,0:01:25,218,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,HABLA2,7/7/15,20m; 21d,F,3/28/17,13:30,1552,300,0:03:23,0:00:44,0:00:00,0:00:00,0:00:53,749,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,HABLA2,7/7/15,20m; 21d,F,3/28/17,13:35,1852,300,0:01:18,0:02:17,0:00:00,0:00:25,0:01:00,176,11,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,HABLA2,7/7/15,20m; 21d,F,3/28/17,13:40,2152,300,0:01:08,0:02:46,0:00:02,0:00:17,0:00:47,59,4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,HABLA2,7/7/15,20m; 21d,F,3/28/17,13:45,2452,300,0:01:06,0:02:58,0:00:00,0:00:09,0:00:47,107,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,HABLA2,7/7/15,20m; 21d,F,3/28/17,13:50,2752,300,0:01:10,0:01:51,0:00:00,0:00:46,0:01:13,140,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,HABLA2,7/7/15,20m; 21d,F,3/28/17,13:55,3052,300,0:00:47,0:01:07,0:00:00,0:00:16,0:02:50,89,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,HABLA2,7/7/15,20m; 21d,F,3/28/17,14:00,3352,300,0:01:20,0:01:16,0:00:00,0:00:39,0:01:45,35,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,HABLA2,7/7/15,20m; 21d,F,3/28/17,14:05,3652,300,0:01:11,0:01:04,0:00:00,0:00:05,0:02:40,38,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,HABLA2,7/7/15,20m; 21d,F,3/28/17,14:10,3952,196,0:01:16,0:00:48,0:00:00,0:00:10,0:01:02,117,11,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
