Lastname,Firstname,Birthdate,Age,Sex,Date,Time,RecTime,Duration,Meaningful,Distant,TV,Noise,Silence,AWC,CTC,CVC,EXCLUDE,DNL,LogbookNaps,AWCNaps,Sleep,Over/Under,Other Lang,ChAd,ChAdChs,ChPpl,ChChs,ChAdPet,Ads,Chs,AdChs,ChAlone,ADS,CDS,Child-Centered,Reading,Meal,Routine,Play/Games,Misc.,Food,Media,Other Child,Books,Comments,,,,,,,,,,,,,,,,,,,,,
334,HABLA2,1/14/17,14m; 16d,F,3/30/18,17:25,0,14,0:00:10,0:00:04,0:00:00,0:00:00,0:00:00,39,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructing parent on how to use LENA,,,,,,,,,,,,,,,,,,,,,
334,HABLA2,1/14/17,15m; 1d,F,4/15/18,14:30,14,143,0:00:25,0:00:11,0:00:14,0:00:03,0:01:30,49,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"mom puts lena in shirt, puts shirt on child. Child is awake, its breakfast time",,,,,,,,,,,,,,,,,,,,,
334,HABLA2,1/14/17,15m; 1d,F,4/15/18,14:35,157,300,0:00:55,0:00:12,0:00:22,0:00:10,0:03:21,94,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,HABLA2,1/14/17,15m; 1d,F,4/15/18,14:40,457,300,0:00:26,0:00:46,0:00:03,0:00:29,0:03:16,17,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,HABLA2,1/14/17,15m; 1d,F,4/15/18,14:45,757,300,0:00:13,0:01:28,0:00:21,0:00:53,0:02:05,12,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,HABLA2,1/14/17,15m; 1d,F,4/15/18,14:50,1057,300,0:00:48,0:01:40,0:00:09,0:01:47,0:00:36,20,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,HABLA2,1/14/17,15m; 1d,F,4/15/18,14:55,1357,300,0:00:37,0:01:24,0:00:00,0:00:46,0:02:13,40,5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,HABLA2,1/14/17,15m; 1d,F,4/15/18,15:00,1657,300,0:00:19,0:01:01,0:00:00,0:02:09,0:01:31,6,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,HABLA2,1/14/17,15m; 1d,F,4/15/18,15:05,1957,300,0:00:31,0:01:47,0:00:04,0:02:06,0:00:32,28,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,HABLA2,1/14/17,15m; 1d,F,4/15/18,15:10,2257,300,0:01:21,0:01:14,0:00:02,0:01:28,0:00:55,34,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,HABLA2,1/14/17,15m; 1d,F,4/15/18,15:15,2557,300,0:01:21,0:01:44,0:00:00,0:00:07,0:01:48,162,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,HABLA2,1/14/17,15m; 1d,F,4/15/18,15:20,2857,300,0:00:47,0:00:52,0:00:01,0:01:02,0:02:18,91,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"mom is on the phone, child is awake.",,,,,,,,,,,,,,,,,,,,,
334,HABLA2,1/14/17,15m; 1d,F,4/15/18,15:25,3157,300,0:00:43,0:01:39,0:00:02,0:02:08,0:00:28,73,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,HABLA2,1/14/17,15m; 1d,F,4/15/18,15:30,3457,300,0:00:26,0:01:39,0:00:09,0:01:01,0:01:45,55,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,HABLA2,1/14/17,15m; 1d,F,4/15/18,15:35,3757,300,0:01:24,0:02:00,0:00:05,0:00:42,0:00:49,115,7,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,HABLA2,1/14/17,15m; 1d,F,4/15/18,15:40,4057,300,0:01:08,0:01:43,0:00:00,0:01:47,0:00:22,22,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,HABLA2,1/14/17,15m; 1d,F,4/15/18,15:45,4357,300,0:01:27,0:00:18,0:00:00,0:00:18,0:02:57,225,14,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
