"Lastname","Firstname","Birthdate","Age","Sex","Date","Time","RecTime","Duration","Meaningful","Distant","TV","Noise","Silence","AWC","CTC","CVC","EXCLUDE","DNL","LogbookNaps","AWCNaps","Sleep","Over/Under","Other Lang","ChAd","ChAdChs","ChPpl","ChChs","ChAdPet","Ads","Chs","AdChs","ChAlone","ADS","CDS","Child-Centered","Reading","Meal","Routine","Play/Games","Misc.","Food","Media","Other Child","Books","Comments"
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 09:35:00,0,20,1899-12-31 00:00:01,1899-12-31 00:00:02,1899-12-31 00:00:00,1899-12-31 00:00:00,1899-12-31 00:00:17,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 09:40:00,20,300,1899-12-31 00:01:06,1899-12-31 00:00:39,1899-12-31 00:00:00,1899-12-31 00:00:09,1899-12-31 00:03:06,94,3,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 09:45:00,320,300,1899-12-31 00:00:48,1899-12-31 00:01:01,1899-12-31 00:00:00,1899-12-31 00:00:02,1899-12-31 00:03:09,102,5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 09:50:00,620,300,1899-12-31 00:00:34,1899-12-31 00:01:14,1899-12-31 00:00:02,1899-12-31 00:00:04,1899-12-31 00:03:06,75,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 09:55:00,920,300,1899-12-31 00:00:47,1899-12-31 00:01:01,1899-12-31 00:00:01,1899-12-31 00:00:20,1899-12-31 00:02:51,31,4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 10:00:00,1220,300,1899-12-31 00:00:12,1899-12-31 00:00:57,1899-12-31 00:01:09,1899-12-31 00:00:02,1899-12-31 00:02:40,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 10:05:00,1520,300,1899-12-31 00:01:17,1899-12-31 00:01:54,1899-12-31 00:00:08,1899-12-31 00:00:04,1899-12-31 00:01:37,189,9,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 10:10:00,1820,300,1899-12-31 00:00:53,1899-12-31 00:03:12,1899-12-31 00:00:04,1899-12-31 00:00:22,1899-12-31 00:00:29,162,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 10:15:00,2120,300,1899-12-31 00:02:59,1899-12-31 00:01:05,1899-12-31 00:00:00,1899-12-31 00:00:04,1899-12-31 00:00:52,206,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 10:20:00,2420,300,1899-12-31 00:02:23,1899-12-31 00:00:20,1899-12-31 00:00:00,1899-12-31 00:00:02,1899-12-31 00:02:15,377,22,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 10:25:00,2720,300,1899-12-31 00:01:32,1899-12-31 00:00:28,1899-12-31 00:00:00,1899-12-31 00:00:02,1899-12-31 00:02:58,193,17,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 10:30:00,3020,300,1899-12-31 00:00:43,1899-12-31 00:00:41,1899-12-31 00:00:00,1899-12-31 00:00:03,1899-12-31 00:03:33,72,7,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 10:35:00,3320,300,1899-12-31 00:00:28,1899-12-31 00:00:17,1899-12-31 00:00:00,1899-12-31 00:00:04,1899-12-31 00:04:11,44,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 10:40:00,3620,300,1899-12-31 00:00:39,1899-12-31 00:00:47,1899-12-31 00:00:00,1899-12-31 00:00:09,1899-12-31 00:03:25,41,2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 10:45:00,3920,300,1899-12-31 00:01:35,1899-12-31 00:00:51,1899-12-31 00:00:00,1899-12-31 00:00:19,1899-12-31 00:02:15,42,5,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 10:50:00,4220,300,1899-12-31 00:02:28,1899-12-31 00:00:46,1899-12-31 00:00:00,1899-12-31 00:00:18,1899-12-31 00:01:28,87,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 10:55:00,4520,300,1899-12-31 00:00:33,1899-12-31 00:00:55,1899-12-31 00:00:00,1899-12-31 00:00:04,1899-12-31 00:03:28,84,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 11:00:00,4820,300,1899-12-31 00:00:30,1899-12-31 00:00:54,1899-12-31 00:00:00,1899-12-31 00:00:16,1899-12-31 00:03:20,59,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 11:05:00,5120,300,1899-12-31 00:00:45,1899-12-31 00:01:11,1899-12-31 00:00:00,1899-12-31 00:00:01,1899-12-31 00:03:03,67,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 11:10:00,5420,300,1899-12-31 00:00:59,1899-12-31 00:00:50,1899-12-31 00:00:00,1899-12-31 00:01:48,1899-12-31 00:01:23,107,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 11:15:00,5720,300,1899-12-31 00:01:20,1899-12-31 00:01:16,1899-12-31 00:00:01,1899-12-31 00:00:04,1899-12-31 00:02:19,76,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 11:20:00,6020,300,1899-12-31 00:00:32,1899-12-31 00:00:27,1899-12-31 00:00:01,1899-12-31 00:00:17,1899-12-31 00:03:43,3,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 11:25:00,6320,300,1899-12-31 00:02:02,1899-12-31 00:00:54,1899-12-31 00:00:00,1899-12-31 00:00:07,1899-12-31 00:01:57,58,5,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 11:30:00,6620,300,1899-12-31 00:01:18,1899-12-31 00:00:54,1899-12-31 00:00:00,1899-12-31 00:01:53,1899-12-31 00:00:55,118,8,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 11:35:00,6920,300,1899-12-31 00:01:29,1899-12-31 00:01:33,1899-12-31 00:00:00,1899-12-31 00:00:41,1899-12-31 00:01:17,126,13,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 11:40:00,7220,300,1899-12-31 00:00:54,1899-12-31 00:01:53,1899-12-31 00:00:00,1899-12-31 00:00:10,1899-12-31 00:02:03,27,6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 11:45:00,7520,300,1899-12-31 00:01:38,1899-12-31 00:01:06,1899-12-31 00:00:00,1899-12-31 00:00:33,1899-12-31 00:01:43,195,13,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 11:50:00,7820,300,1899-12-31 00:01:51,1899-12-31 00:01:23,1899-12-31 00:00:00,1899-12-31 00:00:04,1899-12-31 00:01:42,264,15,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 11:55:00,8120,300,1899-12-31 00:01:27,1899-12-31 00:00:47,1899-12-31 00:00:26,1899-12-31 00:00:04,1899-12-31 00:02:16,156,7,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"HABLA2",2015-08-15,"19m; 7d","F",2017-03-22,1899-12-31 12:00:00,8420,300,1899-12-31 00:01:20,1899-12-31 00:00:50,1899-12-31 00:00:01,1899-12-31 00:00:18,1899-12-31 00:02:31,89,8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
