"Lastname","Firstname","Birthdate","Age","Sex","Date","Time","RecTime","Duration","Meaningful","Distant","TV","Noise","Silence","AWC","CTC","CVC","EXCLUDE","DNL","LogbookNaps","AWCNaps","Sleep","Over/Under","Other Lang","ChAd","ChAdChs","ChPpl","ChChs","ChAdPet","Ads","Chs","AdChs","ChAlone","ADS","CDS","Child-Centered","Reading","Meal","Routine","Play/Games","Misc.","Food","Media","Other Child","Books","Comments"
427,"HABLA2",2017-09-13,"16m; 19d","M",2019-02-01,1899-12-31 07:50:00,0,234,1899-12-31 00:01:04,1899-12-31 00:00:54,1899-12-31 00:00:01,1899-12-31 00:00:01,1899-12-31 00:01:54,140,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LENA put on child in beginning of audio; quality good"
427,"HABLA2",2017-09-13,"16m; 19d","M",2019-02-01,1899-12-31 07:55:00,234,300,1899-12-31 00:01:55,1899-12-31 00:00:53,1899-12-31 00:00:00,1899-12-31 00:00:04,1899-12-31 00:02:08,279,14,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,"HABLA2",2017-09-13,"16m; 19d","M",2019-02-01,1899-12-31 08:00:00,534,300,1899-12-31 00:01:14,1899-12-31 00:00:46,1899-12-31 00:00:01,1899-12-31 00:00:00,1899-12-31 00:02:59,219,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,"HABLA2",2017-09-13,"16m; 19d","M",2019-02-01,1899-12-31 08:05:00,834,300,1899-12-31 00:01:44,1899-12-31 00:00:42,1899-12-31 00:00:00,1899-12-31 00:00:04,1899-12-31 00:02:30,388,13,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,"HABLA2",2017-09-13,"16m; 19d","M",2019-02-01,1899-12-31 08:10:00,1134,300,1899-12-31 00:02:08,1899-12-31 00:01:01,1899-12-31 00:00:00,1899-12-31 00:00:00,1899-12-31 00:01:51,485,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,"HABLA2",2017-09-13,"16m; 19d","M",2019-02-01,1899-12-31 08:15:00,1434,300,1899-12-31 00:01:58,1899-12-31 00:01:04,1899-12-31 00:00:00,1899-12-31 00:00:00,1899-12-31 00:01:58,408,11,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,"HABLA2",2017-09-13,"16m; 19d","M",2019-02-01,1899-12-31 08:20:00,1734,300,1899-12-31 00:01:54,1899-12-31 00:00:30,1899-12-31 00:00:00,1899-12-31 00:00:07,1899-12-31 00:02:29,298,9,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,"HABLA2",2017-09-13,"16m; 19d","M",2019-02-01,1899-12-31 08:25:00,2034,300,1899-12-31 00:02:31,1899-12-31 00:00:18,1899-12-31 00:00:00,1899-12-31 00:00:04,1899-12-31 00:02:07,548,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LENA on child; quality good; High AWC because mom is playing with child"
427,"HABLA2",2017-09-13,"16m; 19d","M",2019-02-01,1899-12-31 08:30:00,2334,300,1899-12-31 00:02:25,1899-12-31 00:00:45,1899-12-31 00:00:00,1899-12-31 00:00:00,1899-12-31 00:01:50,470,9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,"HABLA2",2017-09-13,"16m; 19d","M",2019-02-01,1899-12-31 08:35:00,2634,300,1899-12-31 00:02:12,1899-12-31 00:00:17,1899-12-31 00:00:00,1899-12-31 00:00:01,1899-12-31 00:02:30,513,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,"HABLA2",2017-09-13,"16m; 19d","M",2019-02-01,1899-12-31 08:40:00,2934,300,1899-12-31 00:02:08,1899-12-31 00:00:25,1899-12-31 00:00:00,1899-12-31 00:00:12,1899-12-31 00:02:15,382,9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,"HABLA2",2017-09-13,"16m; 19d","M",2019-02-01,1899-12-31 08:45:00,3234,300,1899-12-31 00:02:26,1899-12-31 00:00:26,1899-12-31 00:00:00,1899-12-31 00:00:02,1899-12-31 00:02:06,486,20,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,"HABLA2",2017-09-13,"16m; 19d","M",2019-02-01,1899-12-31 08:50:00,3534,300,1899-12-31 00:02:14,1899-12-31 00:00:22,1899-12-31 00:00:00,1899-12-31 00:01:15,1899-12-31 00:01:09,330,10,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LENA on child; quality good"
427,"HABLA2",2017-09-13,"16m; 19d","M",2019-02-01,1899-12-31 08:55:00,3834,300,1899-12-31 00:00:57,1899-12-31 00:01:03,1899-12-31 00:00:00,1899-12-31 00:00:06,1899-12-31 00:02:54,169,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,"HABLA2",2017-09-13,"16m; 19d","M",2019-02-01,1899-12-31 09:00:00,4134,300,1899-12-31 00:01:02,1899-12-31 00:00:27,1899-12-31 00:00:00,1899-12-31 00:00:00,1899-12-31 00:03:31,169,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
