"Lastname","Firstname","Birthdate","Age","Sex","Date","Time","RecTime","Duration","Meaningful","Distant","TV","Noise","Silence","AWC","CTC","CVC","EXCLUDE","DNL","LogbookNaps","AWCNaps","Sleep","Over/Under","Other Lang","ChAd","ChAdChs","ChPpl","ChChs","ChAdPet","Ads","Chs","AdChs","ChAlone","ADS","CDS","Child-Centered","Reading","Meal","Routine","Play/Games","Misc.","Food","Media","Other Child","Books","Comments"
435,"HABLA2",2017-06-27,"19m; 7d","M",2019-02-03,1899-12-31 09:30:00,0,202,1899-12-31 00:00:49,1899-12-31 00:01:22,1899-12-31 00:00:02,1899-12-31 00:00:06,1899-12-31 00:01:03,16,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LENA put on child at beginning of audio; quality good; Low AWC because child is watching TV"
435,"HABLA2",2017-06-27,"19m; 7d","M",2019-02-03,1899-12-31 09:35:00,202,300,1899-12-31 00:01:03,1899-12-31 00:03:08,1899-12-31 00:00:05,1899-12-31 00:00:00,1899-12-31 00:00:44,30,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,"HABLA2",2017-06-27,"19m; 7d","M",2019-02-03,1899-12-31 09:40:00,502,300,1899-12-31 00:01:02,1899-12-31 00:02:35,1899-12-31 00:00:15,1899-12-31 00:00:02,1899-12-31 00:01:06,7,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LENA on child; quality good; Low AWC because adult is busy"
435,"HABLA2",2017-06-27,"19m; 7d","M",2019-02-03,1899-12-31 09:45:00,802,300,1899-12-31 00:00:35,1899-12-31 00:02:32,1899-12-31 00:00:02,1899-12-31 00:00:01,1899-12-31 00:01:50,50,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,"HABLA2",2017-06-27,"19m; 7d","M",2019-02-03,1899-12-31 09:50:00,1102,300,1899-12-31 00:00:50,1899-12-31 00:01:50,1899-12-31 00:00:00,1899-12-31 00:00:01,1899-12-31 00:02:19,55,3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,"HABLA2",2017-06-27,"19m; 7d","M",2019-02-03,1899-12-31 09:55:00,1402,300,1899-12-31 00:01:14,1899-12-31 00:02:13,1899-12-31 00:00:00,1899-12-31 00:00:01,1899-12-31 00:01:32,12,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LENA on child; quality good; Low AWC because adult is busy"
435,"HABLA2",2017-06-27,"19m; 7d","M",2019-02-03,1899-12-31 10:00:00,1702,300,1899-12-31 00:01:54,1899-12-31 00:01:27,1899-12-31 00:00:00,1899-12-31 00:00:09,1899-12-31 00:01:30,24,4,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,"HABLA2",2017-06-27,"19m; 7d","M",2019-02-03,1899-12-31 10:05:00,2002,300,1899-12-31 00:01:59,1899-12-31 00:01:55,1899-12-31 00:00:00,1899-12-31 00:00:14,1899-12-31 00:00:52,117,8,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,"HABLA2",2017-06-27,"19m; 7d","M",2019-02-03,1899-12-31 10:10:00,2302,300,1899-12-31 00:01:05,1899-12-31 00:00:19,1899-12-31 00:01:40,1899-12-31 00:00:01,1899-12-31 00:01:55,83,11,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,"HABLA2",2017-06-27,"19m; 7d","M",2019-02-03,1899-12-31 10:15:00,2602,300,1899-12-31 00:01:37,1899-12-31 00:00:53,1899-12-31 00:01:56,1899-12-31 00:00:02,1899-12-31 00:00:32,188,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,"HABLA2",2017-06-27,"19m; 7d","M",2019-02-03,1899-12-31 10:20:00,2902,300,1899-12-31 00:01:19,1899-12-31 00:01:42,1899-12-31 00:01:12,1899-12-31 00:00:03,1899-12-31 00:00:44,147,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,"HABLA2",2017-06-27,"19m; 7d","M",2019-02-03,1899-12-31 10:25:00,3202,300,1899-12-31 00:00:55,1899-12-31 00:02:43,1899-12-31 00:00:09,1899-12-31 00:00:14,1899-12-31 00:00:59,85,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,"HABLA2",2017-06-27,"19m; 7d","M",2019-02-03,1899-12-31 10:30:00,3502,300,1899-12-31 00:01:20,1899-12-31 00:02:32,1899-12-31 00:00:03,1899-12-31 00:00:04,1899-12-31 00:01:01,140,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LENA on child; quality good"
435,"HABLA2",2017-06-27,"19m; 7d","M",2019-02-03,1899-12-31 10:35:00,3802,300,1899-12-31 00:02:19,1899-12-31 00:01:07,1899-12-31 00:00:00,1899-12-31 00:00:06,1899-12-31 00:01:28,215,22,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,"HABLA2",2017-06-27,"19m; 7d","M",2019-02-03,1899-12-31 10:40:00,4102,300,1899-12-31 00:02:36,1899-12-31 00:00:54,1899-12-31 00:00:03,1899-12-31 00:00:04,1899-12-31 00:01:23,263,22,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
