"Lastname","Firstname","Birthdate","Age","Sex","Date","Time","RecTime","Duration","Meaningful","Distant","TV","Noise","Silence","AWC","CTC","CVC","EXCLUDE","DNL","LogbookNaps","AWCNaps","Sleep","Over/Under","Other Lang","ChAd","ChAdChs","ChPpl","ChChs","ChAdPet","Ads","Chs","AdChs","ChAlone","ADS","CDS","Child-Centered","Reading","Meal","Routine","Play/Games","Misc.","Food","Media","Other Child","Books","Comments"
425,"HABLA2",2017-06-20,"19m; 12d","M",2019-02-01,1899-12-31 12:50:00,0,84,1899-12-31 00:00:24,1899-12-31 00:00:38,1899-12-31 00:00:02,1899-12-31 00:00:01,1899-12-31 00:00:19,64,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LENA is put on child; quality good"
425,"HABLA2",2017-06-20,"19m; 12d","M",2019-02-01,1899-12-31 12:55:00,84,300,1899-12-31 00:01:50,1899-12-31 00:02:30,1899-12-31 00:00:01,1899-12-31 00:00:00,1899-12-31 00:00:39,238,15,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,"HABLA2",2017-06-20,"19m; 12d","M",2019-02-01,1899-12-31 13:00:00,384,300,1899-12-31 00:01:14,1899-12-31 00:02:18,1899-12-31 00:00:06,1899-12-31 00:00:00,1899-12-31 00:01:22,189,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LENA on child; quality good; child is awake in the car"
425,"HABLA2",2017-06-20,"19m; 12d","M",2019-02-01,1899-12-31 13:05:00,684,300,1899-12-31 00:00:44,1899-12-31 00:02:54,1899-12-31 00:00:10,1899-12-31 00:00:01,1899-12-31 00:01:11,127,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LENA on child; quality good; child is alseep but conversation is among adults"
425,"HABLA2",2017-06-20,"19m; 12d","M",2019-02-01,1899-12-31 13:10:00,984,300,1899-12-31 00:00:31,1899-12-31 00:01:20,1899-12-31 00:00:16,1899-12-31 00:00:02,1899-12-31 00:02:51,3,0,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LENA on child; quality good; Low AWC because child is asleep"
425,"HABLA2",2017-06-20,"19m; 12d","M",2019-02-01,1899-12-31 13:15:00,1284,300,1899-12-31 00:00:49,1899-12-31 00:01:15,1899-12-31 00:00:12,1899-12-31 00:00:00,1899-12-31 00:02:44,23,0,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LENA on child; quality good; Low AWC because child is asleep"
425,"HABLA2",2017-06-20,"19m; 12d","M",2019-02-01,1899-12-31 13:20:00,1584,300,1899-12-31 00:00:40,1899-12-31 00:01:51,1899-12-31 00:00:09,1899-12-31 00:00:00,1899-12-31 00:02:20,33,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LENA on child; quality good; child is alseep but TV is on; wrong AWC"
425,"HABLA2",2017-06-20,"19m; 12d","M",2019-02-01,1899-12-31 13:25:00,1884,300,1899-12-31 00:00:16,1899-12-31 00:02:29,1899-12-31 00:00:09,1899-12-31 00:00:04,1899-12-31 00:02:02,4,0,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LENA on child; quality good; Low AWC because child is asleep"
425,"HABLA2",2017-06-20,"19m; 12d","M",2019-02-01,1899-12-31 13:30:00,2184,300,1899-12-31 00:00:30,1899-12-31 00:02:19,1899-12-31 00:00:13,1899-12-31 00:00:00,1899-12-31 00:01:58,0,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LENA on child; quality good; child is asleep, TV on"
425,"HABLA2",2017-06-20,"19m; 12d","M",2019-02-01,1899-12-31 13:35:00,2484,300,1899-12-31 00:00:19,1899-12-31 00:02:45,1899-12-31 00:00:19,1899-12-31 00:00:00,1899-12-31 00:01:37,13,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LENA on child; quality good; child is asleep but TV is on; wrong AWC"
